Title	Year	Length	Rating	Action/Animation/Comedy/Drama/Documentary/Romance
Aniel	1998	23	NR	000000
Anijam	1984	10	NR	010000
Anima	1998	90	NR	000100
Anima	2003	26	NR	000100
Anima Mundi	1992	28	NR	000010
Anima divisa in due, Un'	1993	127	NR	000001
Anima gemella, L'	2002	98	NR	001000
Anima nera	1962	97	NR	000100
Anima persa	1977	100	NR	000100
Animal	1999	9	NR	010000
Animal Behavior	1989	85	NR	001001
Animal Crackers	1930	97	NR	001000
Animal Factory	2000	94	R	000100
Animal Farm	1954	72	NR	010100
Animal House	1978	109	NR	001000
Animal Instincts	1992	95	NR	000000
Animal Instincts II	1994	95	NR	000100
Animal Instincts III	1996	96	R	000100
Animal Kingdom, The	1932	85	NR	001100
Animal Room	1995	98	R	100000
Animal World, The	1956	82	NR	000010
Animal, L'	1977	91	NR	001000
Animal, The	1968	88	NR	000000
Animal, The	2001	84	R	001000
Animalada	2001	92	NR	001000
Animales racionales	1983	91	NR	000100
Animali che attraversano la strada	2000	91	NR	000100
Animali pazzi	1939	72	NR	001000
Animals	1999	90	NR	100000
Animals Are Beautiful People	1974	92	NR	001010
Animals Film, The	1981	136	NR	000010
Animals and the Tollkeeper	1998	103	NR	000001
Animals, The	1970	86	NR	000000
Animalympics	1980	78	NR	010000
Animated Motion #5	1978	8	NR	010010
Animated Self-Portraits	1989	8	NR	010000
Animation Show 2005, The	2005	85	NR	010000
Animation Show, The	2003	94	NR	011000
Animato	1988	7	NR	010000
Animatrix: Final Flight of the Osiris, The	2003	11	PG-13	110000
Animaux, Les	1963	90	NR	000010
Anime fiammeggianti	1994	91	NR	001000
Anino	2000	13	NR	000100
Aniol w Krakowie	2002	89	NR	001000
Anita	1987	89	NR	000100
Anita	1994	85	NR	000000
Anita Liberty	1997	15	NR	001000
Anita and Me	2002	92	NR	001100
Anita no perd el tren	2001	89	NR	001100
Anja	2001	28	NR	000000
Anja & Viktor	2001	90	NR	001001
Anjaam	1994	170	NR	000000
Anji	2004	148	NR	100100
Anjo Nasceu, O	1969	90	NR	000000
Anjo-ke no Butokai	1947	89	NR	000100
Anjos da Noite	1987	110	NR	000100
Anjos do Arrabalde	1987	90	NR	000100
Anklaget	2005	103	NR	000000
Ankokugai no bijo	1958	87	NR	000000
Ankor, eshchyo ankor!	1992	104	NR	001100
Ankur	1974	131	NR	000100
Ankuram	1993	131	NR	000100
Ankush	1986	149	NR	000100
Anleitung zur sexuellen Unzufriedenheit	2000	99	NR	001000
Anlian taohuayuan	1992	107	NR	001000
Ann Vickers	1933	76	NR	000100
Anna	1951	107	NR	000100
Anna	1970	82	NR	000100
Anna	1987	101	NR	000100
Anna & Bella	1984	8	NR	011000
Anna - annA	1993	76	NR	000000
Anna Boleyn	1920	133	NR	000100
Anna Christie	1923	96	NR	000100
Anna Christie	1930	89	NR	000100
Anna Christie	1931	85	NR	000100
Anna Is Being Stalked	2002	7	NR	000000
Anna Karenina	1934	89	NR	000100
Anna Karenina	1935	95	NR	000100
Anna Karenina	1948	111	NR	000100
Anna Karenina	1967	145	NR	000101
Anna Karenina	1997	108	PG-13	000101
Anna Lans	1943	120	NR	000100
Anna Lucasta	1949	86	NR	000100
Anna Lucasta	1959	97	NR	000100
Anna Obsessed	1977	75	NR	000100
Anna Oz	1996	98	NR	000000
Anna Pavlova	1983	133	NR	000100
Anna Wunder	2000	98	NR	000100
Anna and the King	1999	148	PG-13	000101
Anna and the King of Siam	1946	128	NR	000101
Anna di Brooklyn	1958	101	NR	001000
Anna in the Sky	1997	10	NR	000000
Anna na shee	1954	82	NR	000100
Anna, De	1983	90	NR	000000
Anna: Ot shesti do vosemnadtsati	1993	100	NR	000010
Annabel Takes a Tour	1938	67	NR	001000
Annapolis Salute	1937	65	NR	000101
Annapolis Story, An	1955	81	NR	000100
Annas Sommer	2001	107	NR	000100
Annas dag	2003	30	NR	000000
Anne Frank's Diary	1999	88	NR	010000
Anne Trister	1986	103	NR	000100
Anne no nikki	1995	102	NR	010000
Anne of Green Gables	1919	60	NR	001100
Anne of Green Gables	1934	78	NR	001100
Anne of Windy Poplars	1940	86	NR	000100
Anne of the Indies	1951	87	NR	100101
Anne of the Thousand Days	1969	145	NR	000100
Anni ribelli	1996	109	NR	000101
Anni ruggenti	1962	110	NR	001000
Annibale	1960	103	NR	100100
Annie	1982	126	NR	000000
Annie Brocoli dans les fonds marins	2003	78	NR	001000
Annie Get Your Gun	1950	107	NR	001001
Annie Hall	1977	93	NR	001001
Annie Oakley	1935	92	NR	000100
Annie Was a Wonder	1948	11	NR	000000
Annie's Coming Out	1984	96	NR	000100
Annigoni: Portrait of an Artist	1995	94	NR	000000
Annihilation of Fish, The	1999	108	R	000001
Annihilators, The	1985	84	NR	100000
Anniversary	1989	12	NR	010000
Anniversary Party, The	2001	115	R	001100
Anniversary, The	1968	95	NR	001000
Anniversary, The	2003	27	NR	000000
Anno 2020 - I gladiatori del futuro	1982	91	NR	100000
Anno 79: La distruzione di Ercolano	1962	113	NR	000100
Anno uno	1974	115	NR	000000
Anno zero - guerra nello spazio	1977	89	NR	000000
Annonsera!	1936	76	NR	001000
Announcement, The	2000	90	NR	000100
Ano natsu, ichiban shizukana umi	1991	101	NR	000001
Anolit	2002	25	NR	000100
Anonimo veneziano	1970	91	NR	000101
Anonymous	1993	71	NR	000000
Anonymous	2004	82	NR	000100
Anonymously Yours	2002	90	NR	000010
Another 48 Hrs.	1990	93	NR	101100
Another Bad Day for Philip Jenkins	1994	3	NR	010000
Another Chance	1989	99	NR	001000
Another Country	1984	90	NR	000101
Another Dawn	1937	73	NR	000101
Another Day at the Races	1975	88	NR	001000
Another Day in Paradise	1998	101	R	000100
Another Day, Another Man	1966	70	NR	000100
Another Face	1935	69	NR	001100
Another Fine Mess	1930	28	NR	001000
Another Froggy Evening	1995	9	NR	011000
Another Girl Another Planet	1992	62	NR	000000
Another Language	1933	77	NR	000100
Another Life	2001	101	NR	000100
Another Man's Poison	1952	90	NR	000100
Another Part of the Forest	1948	107	NR	000100
Another Planet	1999	93	NR	000100
Another Stakeout	1993	105	NR	001000
Another State of Mind	1984	78	NR	000010
Another Thin Man	1939	103	NR	001101
Another Time, Another Place	1958	98	NR	000100
Another Time, Another Place	1983	118	NR	000100
Another Woman	1988	84	NR	000100
Another You	1991	94	NR	001000
Ansatsu	1964	104	NR	100100
Ansichten eines Clowns	1976	111	NR	000000
Ansikte mot ansikte	1976	136	NR	000100
Ansiktet	1958	107	NR	000100
Ant Pasted	1953	7	NR	011000
Antagonia	2003	9	NR	010000
Antarctica	1991	40	NR	000010
Antares	2004	119	NR	000100
Antarjali Jatra	1987	130	NR	000000
Ante	1977	86	NR	000100
Ante geia	1990	93	NR	000101
Antebios	1998	14	NR	100000
Antenneforeningen	1999	50	NR	000100
Antes llega la muerte	1964	98	NR	000000
Anthar l'invincibile	1964	114	NR	100000
Anthem	1994	9	NR	000000
Anthem	1997	124	NR	000010
Anthony Adverse	1936	141	NR	000101
Anthony Zimmer	2005	90	NR	000000
Anthony's Desire	1993	90	NR	000100
Anthracite	1980	90	NR	000100
Anthrakitis	1998	10	NR	000000
Anthrax	2001	90	NR	000100
Anthropaki, To	1969	81	NR	001000
Anthropophagous 2000	1999	80	NR	000000
Anthropos gia oles tis douleies, O	1966	118	NR	001000
Anthropos me to garyfallo, O	1980	125	NR	000100
Anthropos pou espage plaka, O	1972	94	NR	001000
Anthropos pou etrehe poly, O	1973	81	NR	001000
Anthropos pou gyrise apo tin zesti, O	1972	89	NR	001000
Anti Glamour	1990	15	NR	000010
Anticipating Sarah	1997	8	NR	000100
Anticipation of the Night	1962	42	NR	000000
Anticristo, L'	1974	112	NR	000100
Antidote, L'	2005	107	NR	001000
Antigone/Rites of Passion	1991	85	NR	000000
Antigoni	1961	93	NR	000100
Antikiller	2002	114	NR	100000
Antikiller 2: Antiterror	2003	114	NR	100000
Antilles sur Seine	2000	104	NR	001000
Antipoden	2001	7	NR	010000
Antique Shop, The	1931	9	NR	001000
Antitrust	2001	108	PG-13	000100
Antman, The	2002	94	NR	001000
Antoine et Antoinette	1947	78	NR	000000
Anton	1973	77	NR	000100
Anton	1996	80	NR	000100
Anton Ivanovich serditsya	1941	80	NR	001000
Anton Spelec, ostrostrelec	1932	85	NR	001000
Anton, der Letzte	1939	91	NR	001000
Anton, der Zauberer	1978	102	NR	001101
Antonia	1995	102	R	001100
Antonia	2001	100	NR	000100
Antonia and Jane	1991	71	NR	001000
Antonieta	1982	104	NR	000100
Antonio	1973	82	NR	001000
Antony and Cleopatra	1972	160	NR	000100
Antropophagus	1980	82	NR	000000
Ants in the Pantry	1936	17	NR	001000
Ants in the Plants	1940	7	NR	010000
Ants!	2002	14	NR	001000
Antwone Fisher	2002	117	PG-13	000100
Antychryst	2002	27	NR	000100
Antz	1998	83	PG	011000
Anubhav	1971	139	NR	000100
Anupama	1966	148	NR	000100
Anuradha	1960	141	NR	000100
Anus Magillicutty	2003	70	NR	001001
Anvil Chorus Girl, The	1944	7	NR	011000
Any Bonds Today?	1942	3	NR	010000
Any Given Sunday	1999	156	R	000100
Any Little Girl That's a Nice Little Girl	1931	7	NR	010000
Any Man's Death	1988	105	NR	000100
Any Number Can Play	1949	112	NR	000100
Any Old Port!	1932	20	NR	001000
Any Rags	1932	6	NR	010000
Any Time, Any Place	1981	92	NR	000000
Any Time, Any Play	1989	96	NR	000100
Any Way the Wind Blows	2003	127	NR	001100
Any Wednesday	1966	109	NR	001000
Any Which Way You Can	1980	116	NR	001000
Anyangde guer	2001	84	NR	000100
Anybody's Son Will Do	1983	57	NR	000010
Anybody's Woman	1930	80	NR	000100
Anyone	2004	8	NR	000100
Anything Can Happen	1952	107	NR	001000
Anything Else	2003	108	R	001001
Anything Goes	1936	92	NR	001000
Anything Goes	1956	106	NR	000000
Anything Once	1997	23	NR	001000
Anything for John	1995	64	NR	000010
Anything for Love	1993	91	NR	001000
Anywhere But Here	1999	114	PG-13	000100
Anzio	1968	117	NR	000100
Anzuelo, El	1996	85	NR	001000
Ao Fim da Noite	1991	95	NR	000000
Ao no hono-o	2003	116	NR	000101
Aoi haru	2001	83	NR	000100
Aoud rih	2002	88	NR	000100
Ap to Hioni	1993	90	NR	000100
Apa	1966	95	NR	000100
Apache	1954	91	NR	000000
Apache Ambush	1955	68	NR	000000
Apache Blood	1975	86	NR	000000
Apache Chief	1949	60	NR	000000
Apache Country	1952	62	NR	000000
Apache Drums	1951	75	NR	000000
Apache Kid's Escape, The	1930	58	NR	000000
Apache Rifles	1964	92	NR	000000
Apache Rose	1947	75	NR	000000
Apache Territory	1958	72	NR	000000
Apache Trail	1942	66	NR	000000
Apache Uprising	1966	90	NR	000000
Apache War Smoke	1952	67	NR	000000
Apache Warrior	1957	74	NR	000000
Apache Woman	1955	69	NR	000000
Apachen	1973	94	NR	000000
Apando, El	1976	83	NR	000100
Aparajito	1957	110	NR	000100
Aparelho Voador a Baixa Altitude	2002	80	NR	000000
Apariencias	2000	94	NR	001001
Apart from Hugh	1994	87	NR	000100
Apartado de correos 1001	1950	90	NR	000000
Apartamento, O	1997	14	NR	000000
Aparte	2002	91	NR	000110
Apartman	2004	24	NR	000100
Apartment #5C	2002	88	NR	000000
Apartment 206	2004	29	NR	000000
Apartment Zero	1988	124	NR	000000
Apartment for Peggy	1948	96	NR	000100
Apartment, The	1960	125	NR	001101
Apartment, The	2000	11	NR	000000
Apasionados	2002	105	NR	001001
Apassionata	1952	96	NR	000100
Ape	1976	87	NR	000000
Ape Man, The	1943	64	NR	000000
Ape Suzette	1966	6	NR	010000
Ape regina, L'	1963	85	NR	001100
Ape, The	1940	62	NR	000100
Apenanti, Oi	1981	110	NR	000100
Apenas un delincuente	1949	88	NR	000100
Apes of Wrath	1959	7	NR	011000
Apetta Giulia e la signora Vita, L'	2003	76	NR	010000
Apfel ist ab, Der	1948	105	NR	001000
Aphrodesia's Diary	1984	85	NR	000000
Aphrodite	1982	88	NR	000100
Apinajuttu	2003	57	NR	000100
Apo pou pane gia tin havouza?	1978	94	NR	001000
Apo tin akri tis polis	1998	94	NR	000100
Apocalypse Now	1979	202	R	100100
Apocalypse domani	1980	91	NR	100000
Apocalypse, The	1997	96	R	000000
Apollo 13	1995	140	PG	000100
Apology for Murder	1945	67	NR	000100
Apontes, I	1997	115	NR	000100
Apoorva Sahodarargal	1989	157	NR	000000
Apostle, The	1997	134	PG-13	000100
Apothekerin, Die	1997	108	NR	001101
Apotheosis	1970	18	NR	000000
Appaloosa, The	1966	98	NR	000000
Apparatspott - Gerangel in Ruum un Tied	2003	93	NR	000000
Appartement, L'	1996	116	NR	000101
Appassionata	1944	93	NR	000100
Appassionata	1974	96	NR	000100
Appassionate	1999	95	NR	000000
Appetite	1998	97	R	000000
Applause	1929	80	NR	000100
Apple Dumpling Gang Rides Again, The	1979	88	NR	001000
Apple Dumpling Gang, The	1975	100	NR	001000
Apple a Day, An	2003	7	NR	000100
Apple, The	1980	90	NR	000000
Apples & Oranges	2001	16	NR	000100
Appointment for Love	1941	89	NR	001000
Appointment in Berlin	1943	77	NR	000100
Appointment in Honduras	1953	79	NR	000000
Appointment in London	1952	96	NR	000000
Appointment in Tokyo	1945	56	NR	000010
Appointment with Crime	1946	90	NR	000100
Appointment with Danger	1951	89	NR	000100
Appointment with Death	1988	102	NR	000000
Appointment with Fear	1987	96	NR	000000
Appointment with Murder	1948	67	NR	000000
Appointment with Venus	1951	90	NR	001000
Appointment, The	1969	115	NR	000100
Appointment, The	1981	90	NR	000000
Appointment, The	1996	89	NR	000000
Appointments of Dennis Jennings, The	1988	26	NR	001000
Appreciating Your Parents	1950	10	NR	000100
Apprenti salaud, L'	1977	98	NR	001000
Apprentice	1999	90	NR	100100
Apprentice to Murder	1988	97	NR	000000
Apprentice, The	1991	9	NR	011000
Apprenticeship of Duddy Kravitz, The	1974	120	NR	001100
Apprentis, Les	1995	95	NR	000000
Appu Chesi Pappu Koodu	1958	176	NR	001100
Appuntamento a Ischia	1960	99	NR	001000
Appuntamento a Liverpool	1988	99	NR	000100
Appuntamento col disonore	1970	100	NR	000100
Appunti per un'Orestiade africana	1975	73	NR	000010
Aprel	2002	105	NR	000000
Aprikoser	1996	12	NR	010000
April Fool	1924	12	NR	001000
April Fools, The	1969	95	NR	001001
April Love	1957	97	NR	001100
April Showers	1948	94	NR	000000
April in Paris	1952	94	NR	001000
April's Fool	2001	97	NR	000000
April's Shower	2003	98	NR	001001
April, April!	1935	82	NR	001000
Aprile	1998	78	NR	001000
Aprilkinder	1998	85	NR	000100
Aprimi il cuore	2003	93	NR	000100
Apsolutnih sto	2001	93	NR	100100
Apt Pupil	1998	112	R	000100
Apt. 310	2002	9	NR	000000
Apur Sansar	1959	117	NR	000100
Aqua Duck	1963	6	NR	011000
Aquamania	1961	8	NR	011000
Aquanoids	2003	78	R	100000
Aquarela do Brasil	1942	7	NR	010000
Aquarios	2001	23	NR	000001
Aquarium, L'	2001	8	NR	000000
Aquatic Wizards	1955	10	NR	000010
Aquel ritmillo	1995	15	NR	001000
Aquella casa en las afueras	1980	95	NR	000000
Aquesta nit o mai	1991	95	NR	000000
Aqui jaz Helena	1997	78	NR	000100
Aqui na Terra	1993	105	NR	000100
Arabella	1967	88	NR	001000
Arabesk	1989	105	NR	001000
Arabesque	1966	105	NR	000100
Arabian Adventure	1979	98	NR	000000
Arabian Gun Twirler	1899	1	NR	000010
Arabian Knight	1995	72	NR	010000
Arabian Nights	1942	86	NR	100000
Araburu tamashii-tachi	2001	150	NR	100000
Arachnid	2001	102	R	000000
Arachnophobia	1990	103	NR	001000
Aradhana	1969	169	NR	000101
Aragami	2003	70	NR	100000
Aragosta a colazione	1979	92	NR	001000
Arahan jangpung daejakjeon	2004	114	NR	101000
Arajin to maho no ranpu	1982	65	NR	010000
Arak el-balah	1998	110	NR	000000
Arakimentari	2004	85	NR	000010
Arakure	1969	87	NR	000100
Aram	2002	90	NR	000100
Aramesh dar Hozur Deegaran	1973	86	NR	000000
Aranyember, Az	1962	75	NR	000101
Aranyer Din Ratri	1970	115	NR	000000
Ararat	2002	115	R	000100
Arashi ga oka	1988	143	NR	000000
Araya	1959	90	NR	000010
Arbitro, L'	1974	108	NR	000000
Arbor Day	1936	20	NR	001000
Arbre au chien pendu, L'	2000	13	NR	000100
Arbre de Guernica, L'	1975	110	NR	000100
Arbre de les cireres, L'	1998	94	NR	000100
Arbre mort, L'	1999	11	NR	010000
Arbres	2002	50	NR	000010
Arc	2004	30	NR	000000
Arc, The	1991	96	NR	000000
Arcadian Maid, An	1910	16	NR	000100
Arcandiers, Les	1991	95	NR	000100
Arcano incantatore, L'	1996	96	NR	000000
Arch of Triumph	1948	133	NR	000101
Archangel	1990	90	NR	001000
Arche Noah Prinzip, Das	1984	100	NR	000000
Archer's Adventure	1985	128	NR	000000
Archibald the Rainbow Painter	1998	105	NR	000100
Architekten	1990	97	NR	000100
Arcidiavolo, L'	1966	97	NR	001000
Arciere di Sherwood, L'	1970	103	NR	000000
Arctic Antics	1930	7	NR	011000
Arctic Blue	1993	95	NR	100000
Arctic Flight	1952	78	NR	000100
Arctic Giant, The	1942	9	NR	010000
Ard al-Khof	1999	142	NR	000000
Ard, al-	1969	130	NR	000000
Arde, amor	1999	90	NR	000100
Ardena	1997	103	NR	000000
Ardh Satya	1983	130	NR	000100
Ardiente paciencia	1983	80	NR	000100
Ardilla roja, La	1993	114	NR	000100
Are Crooks Dishonest?	1918	13	NR	001000
Are Parents People?	1925	60	NR	001000
Are These Our Children	1931	84	NR	000100
Are We Civilized?	1934	70	NR	000100
Are We Still Married	1992	3	NR	000000
Are We There Yet?	2005	95	PG	001000
Are You Being Served?	1977	95	NR	001000
Are You Cinderella?	2000	20	NR	000000
Are You Feeling Lonely?	2003	14	NR	000000
Are You Listening?	1932	73	NR	000100
Are You Popular?	1947	10	NR	000100
Are You Ready for Marriage?	1950	14	NR	000100
Are You a Serial Killer	2002	20	NR	000000
Are You with It?	1948	93	NR	001000
Arena	1953	83	NR	000100
Arena	1991	115	NR	000000
Arena, The	1974	83	NR	100000
Arena, The	2001	92	R	100100
Aretz Hadasha	1994	105	NR	000100
Areumdawoon sheejul	1998	120	NR	000100
Argent content	2000	18	NR	100000
Argent de poche, L'	1976	104	NR	001100
Argent des autres, L'	1978	105	NR	000000
Argent, L'	1928	195	NR	000000
Argent, L'	1983	87	NR	000100
Argentine Nights	1940	75	NR	001000
Argentino en New York, Un	1998	95	NR	001100
Arguing the World	1998	106	NR	000010
Argyle Secrets, The	1948	64	NR	000101
Arhontissa kai o alitis, I	1969	109	NR	001001
Ari-Baba to yonjuppiki no tozoku	1971	55	NR	010000
Aria	1987	90	NR	001100
Aria dla atlety	1980	108	NR	000000
Aria serena dell'ovest, L'	1990	110	NR	001000
Arie prerie	1949	23	NR	011000
Ariel	1988	73	NR	001101
Arimpara	2003	90	NR	000100
Arisan!	2003	129	NR	001100
Arise, My Love	1940	110	NR	001101
Aristo-Cat, The	1943	7	NR	011000
Aristocats, The	1970	78	NR	010001
Arithmimenoi, Oi	1998	102	NR	000000
Arizona	1931	70	NR	000100
Arizona	1940	121	NR	000000
Arizona Bad Man	1935	58	NR	000000
Arizona Bound	1941	57	NR	000000
Arizona Bushwhackers	1968	87	NR	000000
Arizona Colt	1966	118	NR	000000
Arizona Cowboy	1950	67	NR	000000
Arizona Days	1937	57	NR	000000
Arizona Dream	1993	142	NR	001100
Arizona Gunfighter	1937	58	NR	000000
Arizona Heat	1988	85	NR	100000
Arizona Kid, The	1930	88	NR	000000
Arizona Kid, The	1939	61	NR	000000
Arizona Legion	1939	58	NR	000000
Arizona Mahoney	1936	58	NR	000000
Arizona Raiders	1965	88	NR	000000
Arizona Ranger, The	1948	64	NR	000000
Arizona Stage Coach	1942	58	NR	000000
Arizona Territory	1950	56	NR	000000
Arizona Whirlwind	1944	59	NR	000000
Arizonian, The	1935	75	NR	000000
Arkansas Traveler, The	1938	85	NR	000100
Arlette	1997	100	NR	001001
Arlington Road	1999	117	R	000100
Arm van Jezus, De	2003	71	NR	000100
Arma, l'ora, il movente, L'	1973	105	NR	000000
Armaan	2003	158	NR	000101
Armadio, L'	2002	7	NR	000000
Armageddon	1998	153	PG-13	100000
Armageddon: The Final Challenge	1994	85	NR	000000
Armaguedon	1977	95	NR	000000
Armario del tiempo, El	1971	79	NR	011000
Armario, El	2001	77	NR	000100
Armata Brancaleone, L'	1966	120	NR	001000
Armchair Hacker, The	1985	114	NR	101000
Arme, syndige menneske	1980	167	NR	000100
Armed Response	1986	86	NR	100000
Armed and Dangerous	1986	88	NR	001000
Armed for Action	1992	88	NR	100000
Armee Gretchen, Eine	1973	95	NR	100100
Armee der Liebenden oder Revolte der Perversen	1979	107	NR	000010
Armoire volante, L'	1948	90	NR	001000
Armored Car Robbery	1950	67	NR	000100
Armored Command	1961	99	NR	000100
Armstrong	1998	99	R	100000
Army Brat	1987	80	NR	001000
Army Champions	1941	11	NR	000010
Army Mascot, The	1942	7	NR	011000
